Statistiche Fantacalcio Stagione 2023 24,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
1947,P,Por,Fiorillo,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,P,Por,Cerofolini,Frosinone,1,6.5,5.5,0,1,0,0,0,0,0,0,0,0
2297,P,Por,Rossi F.,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,P,Por,Costil,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,P,Por,Ravaglia F.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,P,Por,Frattali,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,P,Por,Contini,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,P,Por,Brancolini,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
4468,P,Por,Bleve,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,P,Por,Berardi A.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
4525,P,Por,Gemello,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,P,Por,Boer,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,P,Por,Adamonis,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5707,P,Por,Piana,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,P,Por,Bagnolini,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,P,Por,Luis Maximiano,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5841,P,Por,Svilar,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,P,Por,Sorrentino A.,Monza,1,5,4,0,1,0,0,0,0,0,0,0,0
6184,P,Por,Martinelli T.,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
6210,P,Por,Popa,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6234,P,Por,Stubljar,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6248,P,Por,Stankovic F.,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
6255,P,Por,Gori,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,P,Por,Christensen O.,Fiorentina,2,5.75,2.75,0,6,0,0,0,0,0,0,0,0
6406,P,Por,Borbei,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
6415,P,Por,Palmisani,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6462,P,Por,Okoye,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6482,P,Por,Mandas,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
254,D,E,Dimarco,Inter,7,6.5,7.36,1,0,0,0,0,0,3,0,0,0
2816,D,Dd;E,Di Lorenzo,Napoli,8,6.38,7,1,0,0,0,0,0,2,0,0,0
5513,D,E,Dumfries,Inter,7,6.57,7.57,2,0,0,0,0,0,1,0,0,0
1852,D,E,Spinazzola,Roma,8,6.31,6.94,1,0,0,0,0,0,2,0,0,0
5877,D,E,Carlos Augusto,Inter,7,6.29,6.43,0,0,0,0,0,0,1,0,0,0
4237,D,Dd;Ds;Dc,Danilo,Juventus,8,6.19,6.38,1,0,0,0,0,0,0,3,0,0
4292,D,Ds;E,Hernandez T.,Milan,7,6.14,6.21,1,0,0,0,0,0,0,5,0,0
4751,D,Dc,Tomori,Milan,7,6.29,6.5,1,0,0,0,0,0,0,1,1,0
6041,D,Dc,Schuurs,Torino,8,6.12,6.38,1,0,0,0,0,0,0,2,0,0
2724,D,Dc,Buongiorno,Torino,6,6.08,6.5,1,0,0,0,0,0,0,1,0,0
4177,D,Dd;Dc,Pavard,Inter,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
5323,D,Dc,Martinez Quarta,Fiorentina,6,6.42,7.25,2,0,0,0,0,0,0,2,0,0
252,D,Ds;E,Biraghi,Fiorentina,5,6,6.7,1,0,0,0,0,0,1,1,0,0
2120,D,Dc,Bastoni,Inter,7,6.21,6.07,0,0,0,0,0,0,0,2,0,0
2296,D,Dc,Mancini,Roma,8,5.81,6.12,1,0,0,0,0,0,0,1,0,0
2640,D,Ds;Dc,Kolasinac,Atalanta,8,6,6.38,1,0,0,0,0,0,0,0,0,0
322,D,Dc,De Vrij,Inter,7,6.29,6.29,0,0,0,0,0,0,0,0,0,0
513,D,Dc,Acerbi,Inter,5,6.1,6.6,1,0,0,0,0,0,0,1,0,0
554,D,E,Zappacosta,Atalanta,7,5.79,5.79,0,0,0,0,0,0,0,0,0,0
2525,D,Dd;Dc,Darmian,Inter,6,6.17,6.17,0,0,0,0,0,0,0,0,0,0
2788,D,Dc,Bremer,Juventus,8,6.06,6,0,0,0,0,0,0,0,1,0,0
5354,D,Ds;E,Ruggeri,Atalanta,8,6.12,6.44,0,0,0,0,0,0,3,1,0,0
5375,D,E,Maehle,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,D,Ds;Dc,Vasquez,Genoa,7,6.36,6.36,0,0,0,0,0,0,0,0,0,0
6066,D,Dd;Dc,Posch,Bologna,4,5.88,5.62,0,0,0,0,0,0,0,2,0,0
76,D,Dc,Romagnoli S.,Frosinone,8,5.94,6.25,1,0,0,0,0,0,0,1,0,0
357,D,Dd;E,Calabria,Milan,6,6,6.17,0,0,0,0,0,0,1,0,0,0
460,D,Dc,Romagnoli,Lazio,8,5.88,5.81,0,0,0,0,0,0,0,1,0,0
2169,D,Ds;Dc,Rodriguez R.,Torino,8,6.06,6.06,0,0,0,0,0,0,0,0,0,0
2252,D,Ds;Dc,Marchizza,Frosinone,8,6.06,6.31,0,0,0,0,0,0,2,0,0,0
4245,D,Dc,Smalling,Roma,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
4409,D,Dc,Rrahmani,Napoli,3,6,6,0,0,0,0,0,0,0,0,0,0
5365,D,Dd;Dc,Dragusin,Genoa,8,6.06,6.19,0,0,0,0,0,0,1,0,0,0
5678,D,E,Holm,Atalanta,3,6.17,6.17,0,0,0,0,0,0,0,1,0,0
6220,D,Dd;E,Kristensen,Roma,7,5.79,6,0,0,0,0,0,0,2,1,0,0
697,D,E,Cuadrado,Inter,4,6,6.25,0,0,0,0,0,0,1,0,0,0
2160,D,E,Gosens,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,D,Dc,Bani,Genoa,8,6,6.19,1,0,0,0,0,0,0,3,0,0
4426,D,Dd;E,Toljan,Sassuolo,7,5.86,6.14,0,0,0,0,0,0,2,0,0,0
5480,D,Dd;E,Ebuehi,Empoli,6,5.75,5.75,0,0,0,0,0,0,0,0,0,0
5526,D,Dc,Scalvini,Atalanta,8,5.94,5.94,0,0,0,0,0,0,0,0,0,0
5867,D,Dd;E,Gendrey,Lecce,8,5.81,6,0,0,0,0,0,0,2,1,0,0
4332,D,Dc,Demiral,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,D,Ds;E,Kyriakopoulos,Monza,5,6.1,6.1,0,0,0,0,0,0,0,0,0,0
4899,D,E,Singo,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,D,E,Bakker,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
5481,D,Dd;Ds;E,Mazzocchi,Salernitana,8,5.44,5.38,0,0,0,0,0,0,0,1,0,0
5498,D,Dc,Casale,Lazio,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0
5555,D,Ds;E,Kamara H.,Udinese,8,6,6,0,0,0,0,0,0,0,0,0,0
5812,D,Dd;E,Terracciano F.,Verona,7,5.93,5.93,0,0,0,0,0,0,0,0,0,0
5835,D,Dd;Dc,Baschirotto,Lecce,7,5.5,5.5,0,0,0,0,0,0,1,0,1,0
5847,D,Dc,Bijol,Udinese,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0
5851,D,Ds;E,Doig,Verona,4,6,5.88,0,0,0,0,0,0,0,1,0,0
6055,D,Dc,Thiaw,Milan,7,6,5.79,0,0,0,0,0,0,0,3,0,0
6202,D,Dc,Beukema,Bologna,8,6.12,6.06,0,0,0,0,0,0,0,1,0,0
6235,D,Dd;Ds;E,Kayode,Fiorentina,5,6.5,6.5,0,0,0,0,0,0,0,0,0,0
6396,D,Dc,Natan,Napoli,4,6.12,6.12,0,0,0,0,0,0,0,0,0,0
142,D,Ds;E,Mario Rui,Napoli,5,5.7,5.6,0,0,0,0,0,0,0,1,0,0
787,D,Dc,Djimsiti,Atalanta,7,5.93,5.86,0,0,0,0,0,0,0,1,0,0
2164,D,Dc,Milenkovic,Fiorentina,8,5.62,5.5,0,0,0,0,0,0,0,2,0,0
2263,D,Dd;E,Lazzari,Lazio,3,6.33,6.67,0,0,0,0,0,0,1,0,0,0
4317,D,Dc,N'dicka,Roma,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
4331,D,Dc,Ibanez,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
4385,D,E,Lazaro,Torino,6,6.17,6.17,0,0,0,0,0,0,0,0,0,0
4502,D,Ds;E,Gallo,Lecce,7,5.86,5.93,0,0,0,0,0,0,1,1,0,0
4904,D,Dc,Mari',Monza,8,5.94,5.75,0,0,0,0,0,0,0,3,0,0
4952,D,Dc,Monterisi,Frosinone,6,6.08,6.58,1,0,0,0,0,0,0,0,0,0
4982,D,Dc,Erlic,Sassuolo,8,5.94,5.88,0,0,0,0,0,0,0,1,0,0
5603,D,Dc,Pongracic,Lecce,8,5.94,5.81,0,0,0,0,0,0,0,2,0,0
5750,D,Dc,Ostigard,Napoli,5,5.8,6.4,1,0,0,0,0,0,0,0,0,0
5831,D,Dc,Gatti,Juventus,6,6,6,1,0,0,0,0,0,0,2,0,1
6042,D,Dc,Lucumi',Bologna,5,6.1,6.1,0,0,0,0,0,0,0,0,0,0
6148,D,Ds;E,Kristiansen,Bologna,5,6.3,6.4,0,0,0,0,0,0,1,1,0,0
6257,D,Ds;E,Dorgu,Lecce,8,6.06,6,0,0,0,0,0,0,0,1,0,0
226,D,Dc,Izzo,Monza,5,5.8,5.5,0,0,0,0,0,0,0,3,0,0
253,D,Dd;Ds;Dc,D'ambrosio,Monza,5,6,6,0,0,0,0,0,0,0,0,0,0
393,D,Dc,Luperto,Empoli,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0
487,D,Dd;E,De Silvestri,Bologna,5,6.1,6.1,0,0,0,0,0,0,0,0,0,0
581,D,Dd;E,Faraoni,Verona,7,5.71,5.57,0,0,0,0,0,0,0,2,0,0
695,D,Dc,Toloi,Atalanta,3,6.17,6,0,0,0,0,0,0,0,1,0,0
2318,D,Ds;E,Rogerio,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,D,Dc,Dawidowicz,Verona,7,6,5.86,0,0,0,0,0,0,0,2,0,0
4887,D,Dd;E,Bellanova,Torino,7,5.64,5.57,0,0,0,0,0,0,1,3,0,0
4958,D,Ds;Dc,Caldirola,Monza,7,5.71,5.5,0,0,0,0,0,0,0,1,1,0
5239,D,Dc,Llorente D.,Roma,6,5.75,5.92,0,0,0,0,0,0,1,0,0,0
5332,D,Ds;E,Bastoni S.,Empoli,2,5,5,0,0,0,0,0,0,0,0,0,0
5449,D,Ds;E,Parisi,Fiorentina,5,5.7,5.7,0,0,0,0,0,0,1,2,0,0
5520,D,Dd;Ds;E,Cambiaso,Juventus,7,5.86,5.93,0,0,0,0,0,0,1,1,0,0
5532,D,Ds;E,Bradaric,Salernitana,8,5.62,5.62,0,0,0,0,0,0,1,2,0,0
5677,D,Dc,Perez N.,Udinese,8,5.62,5.5,0,0,0,0,0,0,0,2,0,0
5718,D,Dc,Viti,Sassuolo,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
5838,D,Dd;Ds;E,Birindelli,Monza,7,6,5.86,0,0,0,0,0,0,0,2,0,0
5840,D,Ds;E,Olivera,Napoli,7,5.86,5.71,0,0,0,0,0,0,0,2,0,0
5848,D,Dd;E,Ebosele,Udinese,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0
6046,D,Dc,Hien,Verona,4,6,5.75,0,0,0,0,0,0,0,0,1,0
6426,D,Dd;E,Pedersen,Sassuolo,6,5.75,5.67,0,0,0,0,0,0,0,1,0,0
140,D,Dd;Ds;E,Hysaj,Lazio,5,5.5,5.5,0,0,0,0,0,0,0,0,0,0
256,D,Ds;Dc,Juan Jesus,Napoli,4,6,6,0,0,0,0,0,0,0,0,0,0
464,D,Dd;Ds;E,Florenzi,Milan,5,6.2,6,0,0,0,0,0,0,0,2,0,0
791,D,Dd;Ds;E,Sabelli,Genoa,6,5.92,5.83,0,0,0,0,0,0,0,1,0,0
2180,D,Dd;E,Karsdorp,Roma,4,6.25,6.38,0,0,0,0,0,0,1,1,0,0
2188,D,Dd;Ds;E,Marusic,Lazio,8,5.62,5.56,0,0,0,0,0,0,0,1,0,0
2593,D,Ds;E,Martin,Genoa,3,5.33,5,0,0,0,0,0,0,0,0,1,0
2769,D,Dc,Magnani,Verona,8,6,5.81,0,0,0,0,0,0,0,3,0,0
4210,D,Dc,Mina,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,D,Ds;E,Augello,Cagliari,6,5.75,5.75,0,0,0,0,0,0,0,0,0,0
4461,D,Dd;E,Zappa,Cagliari,8,5.56,5.5,0,0,0,0,0,0,0,1,0,0
4925,D,Ds;Dc,Carboni A.,Monza,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
4945,D,Ds;E,Calafiori,Bologna,4,6.12,6.12,0,0,0,0,0,0,0,0,0,0
5739,D,Dd;Dc,De Winter,Genoa,5,6,5.9,0,0,0,0,0,0,1,3,0,0
5885,D,Dd;E,Dodo',Fiorentina,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6211,D,Ds;E,Zemura,Udinese,5,5.8,5.8,0,0,0,0,0,0,0,0,0,0
6231,D,Ds;E,Azzi,Cagliari,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0
6238,D,Dd;Ds;Dc,Oyono,Frosinone,8,5.88,5.75,0,0,0,0,0,0,0,2,0,0
6438,D,Dd;Dc,Hatzidiakos,Cagliari,5,5.5,5.5,0,0,0,0,0,0,0,0,0,0
286,D,Dc,Bonucci,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
660,D,Dc,Gyomber,Salernitana,8,5.31,5.12,0,0,0,0,0,0,0,3,0,0
662,D,Ds;Dc,Alex Sandro,Juventus,2,6,5.75,0,0,0,0,0,0,0,1,0,0
1891,D,Dd;Dc,Ceccherini,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,D,Dd;E,Lirola,Frosinone,1,7,10,1,0,0,0,0,0,0,0,0,0
2083,D,Dd;Dc,Biraschi,Genoa,1,6,9,1,0,0,0,0,0,0,0,0,0
2130,D,E,Hateboer,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
2181,D,Dc,Palomino,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,D,Ds;E,Lykogiannis,Bologna,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0
2728,D,Ds;E,Pellegrini Lu.,Lazio,5,5.7,5.4,0,0,0,0,0,0,0,3,0,0
4263,D,Dc,Kabasele,Udinese,4,5.88,5.5,0,0,0,0,0,0,0,3,0,0
4374,D,Dc,Walukiewicz,Empoli,6,5.5,5.42,0,0,0,0,0,0,0,1,0,0
4433,D,Dd;Ds;E,Zortea,Atalanta,3,6.33,7.17,1,0,0,0,0,0,0,1,0,0
4897,D,Dc,Pirola,Salernitana,6,5.33,5.25,0,0,0,0,0,0,0,1,0,0
4934,D,Dc,Lovato,Salernitana,7,5.43,5.29,0,0,0,0,0,0,0,2,0,0
4976,D,Dd;Dc,Kalulu,Milan,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
4994,D,E,Vojvoda,Torino,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5010,D,Dc,Ismajli,Empoli,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
5509,D,Ds;E,Vina,Sassuolo,8,5.62,5.44,0,0,0,0,0,0,1,1,0,1
5701,D,Dc,Obert,Cagliari,5,5.3,5.2,0,0,0,0,0,0,0,1,0,0
5747,D,Dc,Tressoldi,Sassuolo,6,5.5,5.33,0,0,0,0,0,0,0,2,0,0
6230,D,Dc,Dossena,Cagliari,8,5.56,5.31,0,0,0,0,0,0,0,0,0,1
6464,D,Dc,Wieteska,Cagliari,5,5.4,5.3,0,0,0,0,0,0,1,1,1,0
49,D,Ds;Dc,Masina,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
770,D,Ds;E,Pezzella Giu.,Empoli,4,5.38,5.25,0,0,0,0,0,0,0,1,0,0
1895,D,Dc,Ferrari G.,Sassuolo,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
2174,D,Dd;Ds;E,Venuti,Lecce,1,6,6,0,0,0,0,0,0,0,0,0,0
2633,D,Dc,Kjaer,Milan,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0
2869,D,Dc,Djidji,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,D,Ds;Dc,Ranieri L.,Fiorentina,3,5.67,5.33,0,0,0,0,0,0,0,3,0,0
4432,D,Dc,Okoli,Frosinone,5,5.8,5.5,0,0,0,0,0,0,0,3,0,0
5316,D,Ds;Dc,Amione,Verona,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
5406,D,Dd;E,Di Pardo,Cagliari,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
5447,D,Dc,Altare,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
5450,D,Dd;E,Stojanovic,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5695,D,Ds;E,Haps,Genoa,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
5748,D,Dd;E,Hefti,Genoa,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0
5804,D,Ds;E,Cacace,Empoli,5,5.5,5.3,0,0,0,0,0,0,0,2,0,0
6256,D,Dd;E,Ferreira J.,Udinese,6,5.75,5.67,0,0,0,0,0,0,0,1,0,0
6465,D,Ds;Dc,Touba,Lecce,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
6474,D,Dc,Sazonov,Torino,2,6,6,0,0,0,0,0,0,0,0,0,0
6485,D,Dc,Kristensen T.,Udinese,4,5.38,5.38,0,0,0,0,0,0,0,0,0,0
294,D,Dc,Rugani,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0
327,D,Dd;Dc,Patric,Lazio,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
418,D,Dc,Goldaniga,Cagliari,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
729,D,Dd;E,Pereira P.,Monza,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
2016,D,Dc,Fazio,Salernitana,2,5.75,5.75,0,0,0,0,0,0,1,2,0,0
2104,D,Dd;E,Bereszynski,Empoli,3,5.17,5,0,0,0,0,0,0,0,1,0,0
5017,D,Ds;E,Ballo-Toure',Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,D,Dd;Dc,Daniliuc,Salernitana,3,5.17,5.17,0,0,0,0,0,0,0,0,0,0
5686,D,E,Soppy,Torino,2,6,6,0,0,0,0,0,0,0,0,0,0
5691,D,Dc,Zima,Torino,1,6,6,0,0,0,0,0,0,0,0,0,0
6023,D,Dc,Guessand A.,Udinese,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6039,D,Ds;Dc,Cabal,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0
6047,D,Dd;E,Ehizibue,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,D,Dd;E,Missori,Sassuolo,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6245,D,Dd;Dc,Vogliacco,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,D,Dc,Gonzalez F.,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6407,D,Dd;Ds;E,Corazza,Bologna,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
139,D,Dc,Dermaku,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
144,D,Dc,Tonelli,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
358,D,Dd;Ds;E,De Sciglio,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
454,D,Dc,Capradossi,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,D,Ds;E,Pajac,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,D,Dc,Bonifazi,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,D,Dd;Dc,Donati,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,D,Dc,Bettella,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,D,Dc,Gunter,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,D,Dc,Kumbulla,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
4657,D,Dd;E,Celik,Roma,1,4.5,4.5,0,0,0,0,0,0,0,0,0,0
4891,D,Dc,Soumaoro,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,D,Dc,Antov,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,D,Dd;Dc,Amey,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,D,Dd;E,Zanoli,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,D,Dc,Cittadini,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,D,Dc,Coppola D.,Verona,4,5.38,5.12,0,0,0,0,0,0,0,2,0,0
5833,D,Dc,Gila,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,D,Dd;E,Sambia,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
5994,D,Ds;Dc,Ebosse,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,D,Dd;Dc,Abankwah,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,D,Dd;Dc,Bronn,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,D,Dc,Sosa,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6056,D,Dc,Guarino,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,D,Ds;E,Carboni F.,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
6208,D,Dc,Flamingo,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
6217,D,Dc,Bisseck,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
6223,D,Dc,Smajlovic,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
6237,D,Dc,Szyminski,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6239,D,Ds;E,Klitten,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,D,Dc,Matturro,Genoa,2,5.25,4.25,0,0,0,0,0,0,0,0,0,1
6253,D,Dc,N'guessan,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6411,D,Dc,Mateus Lusuardi,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6430,D,Dc,Kalaj,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6432,D,Dd;Ds;E,Pierozzi,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,D,Dc,Huijsen,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6444,D,Dc,Bonfanti,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,D,Dc,Pellegrino,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
6495,D,Dc,Comuzzo,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
