Quotazioni Fantacalcio Stagione 2024 25,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
5520,D,Dd;Ds;E,Cambiaso,Juventus,14,9,5,14,10,4,45,55
4530,D,Ds;E,Kyriakopoulos,Monza,14,6,8,14,6,8,24,24
4292,D,Ds;E,Hernandez T.,Milan,13,20,-7,13,20,-7,82,82
4409,D,Dc,Rrahmani,Napoli,13,11,2,13,11,2,51,51
6664,D,B;Dd;E,Delprato,Parma,13,6,7,14,7,7,21,24
2296,D,Dc,Mancini,Roma,13,10,3,13,10,3,24,24
6802,D,B;Dd;E,Savona,Juventus,13,1,12,13,1,12,12,17
5010,D,Dc,Ismajli,Empoli,12,6,6,12,6,6,24,24
5804,D,Ds;E,Cacace,Empoli,12,3,9,12,3,9,17,17
770,D,Ds;E,Pezzella Giu.,Empoli,12,5,7,12,5,7,17,17
322,D,Dc,De Vrij,Inter,12,8,4,12,8,4,24,24
5831,D,Dc,Gatti,Juventus,12,7,5,12,7,5,22,22
4401,D,Dc,Gabbia,Milan,12,4,8,12,4,8,15,15
5862,D,Ds;E,Valeri,Parma,12,6,6,12,6,6,15,15
4887,D,E,Bellanova,Atalanta,12,13,-1,12,12,0,66,66
393,D,Dc,Luperto,Cagliari,11,8,3,11,8,3,18,18
5718,D,Dc,Viti,Empoli,11,5,6,11,5,6,17,17
5885,D,Dd;E,Dodo',Fiorentina,11,9,2,11,9,2,37,37
6257,D,Ds;E,Dorgu,Lecce,11,8,3,11,8,3,44,44
4976,D,Dd;Dc,Kalulu,Juventus,11,4,7,11,5,6,29,34
49,D,B;Ds;E,Masina,Torino,11,6,5,10,7,3,12,15
5354,D,E,Ruggeri,Atalanta,10,11,-1,10,10,0,22,22
6202,D,Dc,Beukema,Bologna,10,7,3,10,7,3,20,20
2593,D,Ds;E,Martin,Genoa,10,4,6,10,4,6,17,17
5840,D,B;Ds;E,Olivera,Napoli,10,7,3,10,8,2,30,35
4772,D,Ds;E,Angelino,Roma,10,10,0,10,10,0,37,37
4385,D,E,Lazaro,Torino,10,4,6,10,4,6,22,22
5847,D,Dc,Bijol,Udinese,10,8,2,10,8,2,21,21
5555,D,Ds;E,Kamara H.,Udinese,10,5,5,10,5,5,12,12
6211,D,Ds;E,Zemura,Udinese,10,3,7,10,3,7,12,12
5899,D,Dc,Gigot,Lazio,10,8,2,10,8,2,15,15
2515,D,B;Dd;E,Walker,Milan,10,10,0,11,11,0,25,27
4734,D,Ds;E,Miranda J.,Bologna,9,8,1,9,8,1,28,28
5701,D,Dc,Obert,Cagliari,9,2,7,9,2,7,15,18
6217,D,Dc,Bisseck,Inter,9,5,4,9,5,4,19,19
5833,D,Dc,Gila,Lazio,9,5,4,9,5,4,20,20
5678,D,Dd;E,Holm,Bologna,8,9,-1,8,9,-1,17,17
4210,D,Dc,Mina,Cagliari,8,8,0,8,8,0,18,18
4461,D,B;Dd;E,Zappa,Cagliari,8,6,2,8,7,1,14,19
4421,D,Ds;E,Augello,Cagliari,8,5,3,8,5,3,18,18
2788,D,Dc,Bremer,Juventus,8,16,-8,8,16,-8,39,39
6632,D,Dc,Gaspar K.,Lecce,8,3,5,8,3,5,12,12
729,D,Dd;E,Pereira P.,Monza,8,5,3,8,5,3,12,12
5838,D,Dd;Ds;E,Birindelli,Monza,8,5,3,8,5,3,14,16
5307,D,Dc,Valenti,Parma,8,3,5,8,3,5,12,12
4317,D,Dc,N'Dicka,Roma,8,8,0,8,8,0,20,20
6642,D,Dc,Coco,Torino,8,8,0,8,8,0,23,23
6047,D,Dd;E,Ehizibue,Udinese,8,5,3,8,5,3,11,11
6672,D,Dc,Idzes,Venezia,8,4,4,8,4,4,18,18
5022,D,Dc,Pavlovic,Milan,8,10,-2,8,10,-2,8,8
6893,D,Dc,Kempf,Como,8,3,5,8,3,5,19,19
6046,D,Dc,Hien,Atalanta,7,8,-1,7,8,-1,24,24
6230,D,Dc,Dossena,Como,7,8,-1,7,8,-1,14,14
6537,D,Dd;Dc,Goglichidze,Empoli,7,1,6,7,1,6,14,16
4378,D,Ds;Dc,Ranieri L.,Fiorentina,7,7,0,7,8,-1,14,16
5449,D,Ds;E,Parisi,Fiorentina,7,8,-1,7,8,-1,9,9
6245,D,Dd;Dc,Vogliacco,Parma,7,2,5,7,2,5,10,12
5527,D,Dd;E,Zanoli,Genoa,7,6,1,7,6,1,13,13
791,D,Dd;Ds;E,Sabelli,Genoa,7,6,1,7,7,0,9,11
4177,D,Dd;Dc,Pavard,Inter,7,14,-7,7,15,-8,20,22
4237,D,B;Dd;Ds,Danilo,Juventus,7,14,-7,8,16,-8,10,13
2263,D,Dd;E,Lazzari,Lazio,7,5,2,7,5,2,16,16
2188,D,Dd;Ds;E,Marusic,Lazio,7,6,1,7,7,0,13,15
4751,D,Dc,Tomori,Milan,7,14,-7,7,14,-7,21,21
1952,D,Dd;Ds;E,Zampano,Venezia,7,5,2,7,6,1,14,16
6042,D,Dc,Lucumi',Bologna,6,7,-1,6,7,-1,16,16
2653,D,Ds;E,Lykogiannis,Bologna,6,4,2,6,4,2,12,12
513,D,Dc,Acerbi,Inter,6,10,-4,6,10,-4,19,19
2728,D,Ds;E,Pellegrini Lu.,Lazio,6,3,3,6,3,3,10,10
5835,D,Dd;Dc,Baschirotto,Lecce,6,9,-3,6,10,-4,17,17
4502,D,Ds;E,Gallo,Lecce,6,5,1,6,5,1,18,18
4904,D,Dc,Mari',Monza,6,7,-1,6,7,-1,15,15
1852,D,E,Spinazzola,Napoli,6,13,-7,6,12,-6,10,10
5353,D,Dc,Balogh,Parma,6,1,5,6,1,5,14,14
4263,D,Dc,Kabasele,Udinese,6,3,3,6,3,3,9,9
5484,D,Dc,Svoboda,Venezia,6,4,2,6,4,2,9,9
6480,D,Dd;E,Tchatchoua,Verona,6,6,0,6,6,0,14,14
4816,D,B;Dd;Ds,Emerson Royal,Milan,6,12,-6,6,12,-6,10,12
4284,D,E;M,Sergi Roberto,Como,6,9,-3,6,9,-3,11,14
697,D,E,Cuadrado,Atalanta,6,4,2,6,4,2,9,9
5578,D,Dd;Dc,Kossounou,Atalanta,6,10,-4,6,10,-4,11,13
6896,D,Dd;E,Van Der Brempt,Como,6,5,1,6,5,1,14,14
6956,D,Dc,Solet,Udinese,6,5,1,6,5,1,12,12
2640,D,B;Ds;E,Kolasinac,Atalanta,5,9,-4,5,10,-5,23,28
487,D,Dd;E,De Silvestri,Bologna,5,3,2,5,3,2,12,12
5435,D,Ds;E,Moreno Alb.,Como,5,7,-2,5,7,-2,13,13
6495,D,Dc,Comuzzo,Fiorentina,5,1,4,5,1,4,18,18
252,D,B;Ds;E,Biraghi,Fiorentina,5,7,-2,5,8,-3,5,8
2285,D,Dc,Bani,Genoa,5,7,-2,5,7,-2,13,13
5514,D,Ds;Dc,Vasquez,Genoa,5,9,-4,6,10,-4,16,18
6039,D,B;Ds;E,Cabal,Juventus,5,5,0,5,6,-1,8,8
460,D,Dc,Romagnoli,Lazio,5,10,-5,5,10,-5,19,19
4657,D,Dd;E,Celik,Roma,5,3,2,5,3,2,10,10
4994,D,B;Dd;E,Vojvoda,Torino,5,6,-1,5,7,-2,10,13
6673,D,B;Ds;E,Sverko,Venezia,5,4,1,6,5,1,10,13
2181,D,Dc,Palomino,Cagliari,5,5,0,5,5,0,10,10
6531,D,Dd;Ds;E,Jimenez A.,Milan,5,1,4,5,1,4,13,15
4665,D,Dc,Maripan,Torino,5,7,-2,5,7,-2,14,14
2406,D,Dc,Hummels,Roma,5,8,-3,5,8,-3,23,23
6975,D,Dd;E,Alberto Costa,Juventus,5,5,0,5,5,0,13,13
6986,D,B;Dd;E,Rensch,Roma,5,5,0,6,6,0,10,12
787,D,Dc,Djimsiti,Atalanta,4,8,-4,4,8,-4,20,20
4374,D,Dc,Walukiewicz,Torino,4,4,0,4,4,0,11,11
6055,D,Dc,Thiaw,Milan,4,4,0,4,4,0,20,20
226,D,Dc,Izzo,Monza,4,6,-2,4,6,-2,11,13
4925,D,Ds;Dc,Carboni A.,Monza,4,5,-1,4,6,-2,11,13
5447,D,Dc,Altare,Venezia,4,3,1,4,3,1,10,10
5764,D,Dc,Coppola D.,Verona,4,4,0,4,4,0,11,11
2769,D,Dc,Magnani,Verona,4,3,1,4,3,1,9,9
4982,D,Dc,Erlic,Bologna,4,6,-2,4,6,-2,7,7
6820,D,E,Sosa B.,Torino,4,8,-4,4,7,-3,13,13
5695,D,Ds;E,Haps,Venezia,4,1,3,4,1,3,7,7
6426,D,E,Pedersen,Torino,4,6,-2,4,5,-1,13,13
6883,D,Dc,Jean,Lecce,4,2,2,4,2,2,8,8
5626,D,B;Dd;Ds,Guilbert,Lecce,4,5,-1,4,6,-2,11,14
5532,D,Ds;E,Bradaric,Verona,4,5,-1,4,5,-1,9,9
5900,D,Dc,Toure' I.s.,Udinese,4,3,1,4,3,1,10,10
6066,D,Dd;Dc,Posch,Bologna,3,8,-5,4,9,-5,11,13
418,D,Dc,Goldaniga,Como,3,3,0,3,3,0,11,11
5739,D,Dd;Dc,De Winter,Genoa,3,6,-3,3,6,-3,12,14
358,D,Dd;Ds;E,De Sciglio,Empoli,3,1,2,3,1,2,10,12
327,D,Dd;Dc,Patric,Lazio,3,5,-2,3,5,-2,8,10
140,D,Dd;Ds;E,Hysaj,Lazio,3,4,-1,3,5,-2,6,8
256,D,Ds;Dc,Juan Jesus,Napoli,3,5,-2,3,5,-2,12,14
6533,D,Dc,Giannetti L.,Udinese,3,4,-1,3,4,-1,9,9
6485,D,Dc,Kristensen T.,Udinese,3,5,-2,3,5,-2,12,12
4493,D,Dc,Dawidowicz,Verona,3,5,-2,3,5,-2,9,9
6631,D,Dc,Ghilardi,Verona,3,1,2,3,1,2,12,12
6885,D,Dd;E,Abdulhamid,Roma,3,5,-2,3,5,-2,9,9
5554,D,Dd;Dc,Daniliuc,Verona,3,5,-2,3,5,-2,7,9
6965,D,Ds;E,Lovik,Parma,3,3,0,3,3,0,5,5
6977,D,Dc,Otoa,Genoa,3,3,0,3,3,0,6,6
5526,D,Dc,Scalvini,Atalanta,2,8,-6,2,8,-6,16,16
6654,D,Dd;E,Iovine,Como,2,3,-1,2,3,-1,5,5
6660,D,Dc,Marcandalli,Genoa,2,1,1,2,1,1,6,6
6244,D,Dc,Matturro,Genoa,2,1,1,2,1,1,6,6
357,D,Dd;E,Calabria,Milan,2,7,-5,2,7,-5,10,10
5812,D,Dd;E,Terracciano F.,Milan,2,1,1,2,1,1,9,9
4958,D,Ds;Dc,Caldirola,Monza,2,5,-3,2,5,-3,9,11
253,D,B;Dd;Ds,D'Ambrosio,Monza,2,3,-1,2,4,-2,8,10
5481,D,E,Mazzocchi,Napoli,2,4,-2,2,4,-2,6,6
6647,D,Ds;E,Dahl,Roma,2,3,-1,2,3,-1,6,6
4458,D,Dd;E,Candela,Venezia,2,5,-3,2,5,-3,7,7
581,D,Dd;E,Faraoni,Verona,2,3,-1,2,3,-1,7,7
6639,D,Ds;E,Frese,Verona,2,5,-3,2,5,-3,5,5
6809,D,Dc,Marianucci,Empoli,2,1,1,2,1,1,3,3
6887,D,Dc,Leoni,Parma,2,2,0,2,2,0,8,8
6149,D,Ds;E,Carboni F.,Venezia,2,2,0,2,2,0,7,7
2192,D,Dc,Bonifazi,Lecce,2,2,0,2,2,0,6,6
4807,D,Dc,Hermoso,Roma,2,10,-8,2,10,-8,5,5
6916,D,B;Ds;E,Ahanor,Genoa,2,1,1,2,1,1,5,5
6957,D,Dc,Valentini N.,Fiorentina,2,3,-1,2,3,-1,7,7
695,D,Dc,Toloi,Atalanta,1,4,-3,1,4,-3,7,7
4386,D,Ds;E,Sala M.,Como,1,2,-1,1,2,-1,5,5
5480,D,Dd;E,Ebuehi,Empoli,1,4,-3,1,4,-3,6,6
5603,D,Dc,Pongracic,Fiorentina,1,9,-8,1,9,-8,8,8
5498,D,Dc,Casale,Bologna,1,8,-7,1,8,-7,10,10
6638,D,Dc,Marin R.,Napoli,1,8,-7,1,8,-7,5,5
6663,D,Dc,Circati,Parma,1,5,-4,1,5,-4,9,9
5327,D,Dc,Osorio,Parma,1,4,-3,1,4,-3,6,6
2203,D,Ds;E,Di Chiara,Parma,1,1,0,1,1,0,1,1
6649,D,Dd;E,Sangare' B.,Roma,1,1,0,1,1,0,1,1
6474,D,Dc,Sazonov,Empoli,1,1,0,1,1,0,4,4
6041,D,Dc,Schuurs,Torino,1,7,-6,1,7,-6,7,7
5994,D,Ds;Dc,Ebosse,Udinese,1,1,0,1,1,0,5,5
6284,D,Dc,Okou,Verona,1,2,-1,1,2,-1,3,3
6681,D,Dd;E,Sagrado,Venezia,1,1,0,1,1,0,4,4
6803,D,Ds;E,Rouhi,Juventus,1,1,0,1,1,0,6,6
6814,D,Dd;E,Norton-Cuffy,Genoa,1,4,-3,1,4,-3,7,7
6826,D,E,Dembele' A.,Torino,1,1,0,1,1,0,3,3
6832,D,E,Palestra,Atalanta,1,1,0,1,1,0,4,4
6892,D,Dd;Dc,Schingtienne,Venezia,1,3,-2,1,3,-2,4,6
6890,D,Dc,Moreno M.,Fiorentina,1,4,-3,1,4,-3,5,5
6874,D,Dc,Palacios T.,Inter,1,3,-2,1,3,-2,5,5
5856,D,Dd;E,Sambia,Empoli,1,2,-1,1,2,-1,3,3
6496,D,Ds;E,Bartesaghi,Milan,1,1,0,1,1,0,1,1
464,D,Dd;Ds;E,Florenzi,Milan,1,1,0,1,1,0,1,1
6978,D,Dc,Lekovic,Monza,1,1,0,1,1,0,1,1
6985,D,Ds;Dc,Cande',Venezia,1,1,0,1,1,0,1,1
2423,C,T;A,Pulisic,Milan,30,30,0,29,29,0,180,180
2167,C,W,Orsolini,Bologna,28,21,7,28,21,7,174,174
632,C,W;A,Zaccagni,Lazio,27,27,0,27,26,1,188,188
1870,C,C,Barella,Inter,25,20,5,26,19,7,103,103
4777,C,M;C,McTominay,Napoli,24,16,8,24,19,5,102,122
4220,C,M;C,Zambo Anguissa,Napoli,23,10,13,23,11,12,71,91
6831,C,W;A,Neres,Napoli,23,20,3,23,19,4,100,100
6224,C,C,Reijnders,Milan,22,12,10,22,11,11,117,117
5564,C,W,Ndoye,Bologna,21,10,11,21,9,12,39,36
5393,C,W;A,Man,Parma,21,19,2,21,18,3,109,109
4486,C,W,Strefezza,Como,20,12,8,20,11,9,50,50
2194,C,M;C,Calhanoglu,Inter,19,28,-9,20,30,-10,130,150
5562,C,M;C,Thuram K.,Juventus,19,10,9,19,12,7,38,48
5875,C,M;C,Adli,Fiorentina,19,5,14,19,6,13,34,44
6875,C,T;A,Paz N.,Como,19,7,12,19,6,13,76,76
2848,C,C;T,Frattesi,Inter,18,18,0,17,17,0,29,29
4662,C,W,Weah,Juventus,18,5,13,18,4,14,44,41
5119,C,T,Samardzic,Atalanta,18,17,1,18,16,2,35,32
5792,C,M;C,Ederson D.s.,Atalanta,17,15,2,17,18,-1,61,81
4349,C,M;C,Nicolussi Caviglia,Venezia,17,1,16,17,1,16,36,46
795,C,W,El Shaarawy,Roma,17,8,9,17,7,10,39,39
5685,C,T,Koopmeiners,Juventus,16,29,-13,16,28,-12,110,110
6218,C,W;T;A,Oristanio,Venezia,16,9,7,17,10,7,53,57
4965,C,M;C,Marin,Cagliari,15,6,9,15,6,9,23,28
2529,C,C,Mkhitaryan,Inter,15,15,0,15,14,1,48,48
152,C,C;T,Zielinski,Inter,15,11,4,15,11,4,21,21
4892,C,W,Saelemaekers,Roma,15,5,10,15,5,10,68,68
6884,C,W;A,Conceicao,Juventus,15,11,4,15,10,5,45,45
5589,C,M;C,Kone' M.,Roma,15,8,7,16,9,7,36,46
22,C,M;C,De Roon,Atalanta,14,8,6,15,9,6,37,47
788,C,M;C,Freuler,Bologna,14,9,5,14,10,4,25,30
4973,C,M;C,McKennie,Juventus,14,7,7,14,8,6,42,52
6629,C,C;T,Dele-Bashiru,Lazio,14,5,9,14,5,9,28,28
536,C,W,Politano,Napoli,14,24,-10,14,23,-9,56,56
4423,C,C,Hernani,Parma,14,6,8,13,5,8,33,33
5687,C,T,Vlasic,Torino,14,15,-1,14,14,0,38,35
6020,C,C;W,Ellertsson,Venezia,14,2,12,14,2,12,22,24
6815,C,W;A,Fadera,Como,14,6,8,15,5,10,30,30
2766,C,T;A,Zaniolo,Atalanta,13,13,0,12,12,0,27,27
4992,C,W,Gyasi,Empoli,13,5,8,13,5,8,20,17
5319,C,C,Sohm,Parma,13,5,8,14,4,10,30,30
236,C,W,Lazovic,Verona,13,10,3,13,9,4,17,14
4686,C,M;C,Fofana Y.,Milan,13,8,5,13,9,4,39,49
6889,C,W;T,Anjorin,Empoli,13,2,11,13,2,11,32,35
5858,C,C;T,Ferguson,Bologna,12,18,-6,12,18,-6,33,33
5516,C,M;C,Bianco,Monza,12,2,10,12,2,10,13,16
5791,C,E;M,Frendrup,Genoa,12,11,1,12,13,-1,31,41
333,C,M;C,Cataldi,Fiorentina,12,3,9,12,3,9,20,25
4186,C,C,Guendouzi,Lazio,12,10,2,12,9,3,30,30
6634,C,W,Tete Morente,Lecce,12,9,3,11,8,3,37,34
5850,C,C,Lovric,Udinese,12,10,2,12,10,2,25,25
4947,C,M;C,Brescianini,Atalanta,12,4,8,12,5,7,22,27
2077,C,C;T,Pasalic,Atalanta,11,15,-4,11,15,-4,33,33
6206,C,C;T,Fabbian,Bologna,11,13,-2,11,13,-2,14,14
6640,C,E;W,Felici,Cagliari,11,5,6,11,6,5,27,27
5878,C,T,Colpani,Fiorentina,11,23,-12,11,22,-11,35,31
827,C,M;C,Locatelli,Juventus,11,8,3,11,9,2,29,39
5813,C,C;T,Miretti,Genoa,11,4,7,11,4,7,22,22
4896,C,T;A,Maldini,Monza,11,9,2,11,8,3,41,41
4364,C,T,Gaetano,Cagliari,11,9,2,11,8,3,17,14
5423,C,M;C,Bove,Fiorentina,11,5,6,11,6,5,20,25
468,C,M;C,Paredes,Roma,11,7,4,12,8,4,30,40
530,C,C;T,Pellegrini Lo.,Roma,11,22,-11,11,22,-11,32,32
5453,C,M;C,Ricci S.,Torino,11,8,3,11,9,2,31,41
6190,C,C,Pisilli,Roma,11,1,10,11,1,10,20,20
6967,C,W;A,Diao,Como,11,8,3,10,7,3,32,32
5559,C,W;T,Da Cunha,Como,10,12,-2,10,12,-2,21,24
2839,C,W,Sottil,Fiorentina,10,9,1,10,9,1,28,25
170,C,M;C,Badelj,Genoa,10,6,4,10,6,4,18,23
4911,C,C,Douglas Luiz,Juventus,10,20,-10,9,19,-10,19,19
6170,C,C,Gineitis,Torino,10,4,6,10,4,6,18,18
5507,C,C,Busio,Venezia,10,7,3,10,7,3,19,19
440,C,C;T,Viola,Cagliari,9,6,3,9,6,3,13,10
6010,C,C;T,Fazzini,Empoli,9,4,5,9,4,5,18,18
4459,C,M;C,Rovella,Lazio,9,7,2,9,7,2,25,30
181,C,M;C,Vecino,Lazio,9,7,2,9,8,1,11,14
4199,C,C;T,Loftus-Cheek,Milan,9,19,-10,9,19,-10,12,12
4287,C,M;C,Lobotka,Napoli,9,9,0,9,10,-1,23,28
6666,C,C;T,Bernabe',Parma,9,14,-5,9,14,-5,20,20
779,C,M;C,Cristante,Roma,9,9,0,9,10,-1,10,13
5823,C,T;A,Baldanzi,Roma,9,8,1,9,8,1,10,10
5007,C,C,Ilic,Torino,9,7,2,9,7,2,18,18
1976,C,M;C,Mazzitelli,Como,8,8,0,8,9,-1,9,12
4498,C,C;T,Henderson L.,Empoli,8,4,4,8,4,4,16,16
5719,C,M;C,Asllani,Inter,8,5,3,8,6,2,18,23
4856,C,W;A,Chukwueze,Milan,8,11,-3,8,10,-2,19,19
2117,C,C;T,Kastanos,Verona,8,4,4,8,4,4,9,9
5688,C,W;T,Harroui,Verona,8,13,-5,8,13,-5,20,23
6676,C,M;C,Engelhardt,Como,8,4,4,8,4,4,14,17
6684,C,C;T,Ekkelenkamp,Udinese,8,6,2,8,6,2,21,21
6821,C,E;C,Hainaut,Parma,8,1,7,8,1,7,12,15
5036,C,C,Caqueret,Como,8,8,0,8,7,1,22,22
4677,C,W;A,Cornet,Genoa,8,8,0,7,7,0,19,17
6394,C,M;C,Ramadani,Lecce,7,5,2,7,6,1,10,13
5457,C,C,Maleh,Empoli,7,3,4,7,3,4,13,13
5298,C,M;C,Pobega,Bologna,7,2,5,7,3,4,17,22
5880,C,E;W,Ciurria,Monza,7,5,2,7,6,1,23,23
5992,C,M;C,Bondo,Monza,7,3,4,7,3,4,14,17
5504,C,M;C,Coulibaly L.,Lecce,7,5,2,7,5,2,14,19
6984,C,W;A,Ondrejka,Parma,7,7,0,6,6,0,15,13
6054,C,M;C,Moro N.,Bologna,6,2,4,6,2,4,12,15
5425,C,C;W;T,Urbanski,Monza,6,5,1,6,6,0,15,17
4870,C,M;C,Adopo,Cagliari,6,2,4,6,2,4,14,17
4658,C,W,Ikone',Fiorentina,6,5,1,6,5,1,10,10
2741,C,M;C,Pessina,Monza,6,12,-6,6,13,-7,20,25
2008,C,M;C,Linetty,Torino,6,3,3,6,3,3,13,16
4890,C,M;C,Tameze,Torino,6,5,1,6,6,0,8,10
6481,C,C,Payero,Udinese,6,8,-2,6,7,-1,14,14
6191,C,M;C,Belahyane,Verona,6,1,5,6,1,5,16,21
4342,C,M;C,Duda,Verona,6,7,-1,6,8,-2,13,16
6458,C,M;C,Serdar,Verona,6,5,1,5,6,-1,15,15
6680,C,M;C,Karlstrom,Udinese,6,5,1,6,5,1,19,24
6151,C,M;C,Perrone,Como,6,4,2,6,4,2,10,15
6904,C,W;T,Yeboah J.,Venezia,6,3,3,6,3,3,13,15
6920,C,E;W,Martins K.,Monza,6,1,5,6,1,5,5,5
6459,C,W;A,Karlsson,Lecce,5,7,-2,5,6,-1,15,12
1871,C,M;C,Deiola,Cagliari,5,4,1,5,5,0,11,14
6232,C,M;C,Makoumbou,Cagliari,5,4,1,5,5,0,12,15
27,C,M;C,Grassi,Empoli,5,3,2,5,4,1,12,15
1933,C,M;C,Mandragora,Fiorentina,5,8,-3,5,9,-4,14,17
4404,C,C,Thorsby,Genoa,5,5,0,5,4,1,13,16
5919,C,W,Tchaouna,Lazio,5,9,-4,5,9,-4,14,11
