Statistiche Fantacalcio Stagione 2024 25,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
5620,D,Ds;E,Tavares N.,Lazio,16,6.31,6.62,0,0,0,0,0,0,7,2,1,0
554,D,E,Zappacosta,Atalanta,16,6.09,6.56,2,0,0,0,0,0,2,1,0,0
2724,D,Dc,Buongiorno,Napoli,15,6.43,6.6,1,0,0,0,0,0,0,1,0,0
5877,D,E,Carlos Augusto,Inter,12,6.21,6.79,2,0,0,0,0,0,1,0,0,0
2160,D,E,Gosens,Fiorentina,18,6.11,6.33,2,0,0,0,0,0,0,4,0,0
2525,D,B;Dd;E,Darmian,Inter,16,6.16,6.47,2,0,0,0,0,0,2,2,0,1
5520,D,Dd;Ds;E,Cambiaso,Juventus,19,6.18,6.42,2,0,0,0,0,0,0,3,0,0
4530,D,Ds;E,Kyriakopoulos,Monza,18,6.06,6.47,2,0,0,0,0,0,3,3,0,0
4292,D,Ds;E,Hernandez T.,Milan,17,5.94,6.29,3,0,0,1,0,1,2,2,1,0
4409,D,Dc,Rrahmani,Napoli,21,6.21,6.36,1,0,0,0,0,0,1,2,0,0
6664,D,B;Dd;E,Delprato,Parma,19,6.08,6.34,3,2,0,0,0,0,0,4,0,0
2296,D,Dc,Mancini,Roma,21,6.17,6.26,1,0,0,0,0,0,1,4,0,0
6802,D,B;Dd;E,Savona,Juventus,18,6,6.28,2,0,0,0,0,0,0,2,0,0
5010,D,Dc,Ismajli,Empoli,21,6.17,6.14,0,0,0,0,0,0,0,1,0,0
5804,D,Ds;E,Cacace,Empoli,14,5.89,6.36,2,0,0,0,0,0,2,4,0,0
770,D,Ds;E,Pezzella Giu.,Empoli,20,6.18,6.18,0,0,0,0,0,0,2,4,0,0
322,D,Dc,De Vrij,Inter,14,6.04,6.25,1,0,0,0,0,0,0,0,0,0
5831,D,Dc,Gatti,Juventus,19,6.13,6.24,1,0,0,0,0,0,0,2,0,0
4401,D,Dc,Gabbia,Milan,12,6.21,6.33,1,0,0,0,0,0,0,3,0,0
5862,D,Ds;E,Valeri,Parma,17,5.85,6.15,1,0,0,0,0,0,2,0,0,0
4887,D,E,Bellanova,Atalanta,20,6.08,6.28,0,0,0,0,0,0,5,2,0,0
393,D,Dc,Luperto,Cagliari,22,5.93,6.11,1,0,0,0,0,0,2,2,0,0
5718,D,Dc,Viti,Empoli,19,6.11,6.08,0,0,0,0,0,0,0,1,0,0
5885,D,Dd;E,Dodo',Fiorentina,19,6.21,6.08,0,0,0,0,0,0,0,5,0,0
6257,D,Ds;E,Dorgu,Lecce,20,5.82,6.12,3,0,0,0,0,0,1,2,1,1
4976,D,Dd;Dc,Kalulu,Juventus,17,6.15,6.26,1,0,0,0,0,0,0,2,0,0
49,D,B;Ds;E,Masina,Torino,18,5.97,6.19,1,0,0,0,0,0,3,4,0,0
5354,D,E,Ruggeri,Atalanta,17,6,6.06,0,0,0,0,0,0,2,2,0,0
6202,D,Dc,Beukema,Bologna,20,5.98,6.02,0,0,0,0,0,0,1,0,0,0
2593,D,Ds;E,Martin,Genoa,20,6.1,6.05,0,0,0,0,0,0,1,4,0,0
5840,D,B;Ds;E,Olivera,Napoli,20,6.08,6.02,0,0,0,0,0,0,0,2,0,0
4772,D,Ds;E,Angelino,Roma,21,6.05,6.07,0,0,0,0,0,0,1,1,0,0
4385,D,E,Lazaro,Torino,19,6.05,6.18,0,0,0,0,0,0,4,3,0,0
5847,D,Dc,Bijol,Udinese,19,5.97,5.97,1,0,0,0,0,0,2,6,0,1
5555,D,Ds;E,Kamara H.,Udinese,16,5.97,6.12,1,0,0,0,0,0,2,3,1,0
6211,D,Ds;E,Zemura,Udinese,15,5.87,6.13,1,0,0,0,0,0,2,2,0,0
5899,D,Dc,Gigot,Lazio,4,6.25,7.5,2,0,0,0,0,0,0,2,0,0
2515,D,B;Dd;E,Walker,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
4734,D,Ds;E,Miranda J.,Bologna,15,6.07,6.17,0,0,0,0,0,0,3,3,0,0
5701,D,Dc,Obert,Cagliari,12,6.04,6.29,1,0,0,0,0,0,1,2,0,0
6217,D,Dc,Bisseck,Inter,12,6,6.21,1,0,0,0,0,0,1,3,0,0
5833,D,Dc,Gila,Lazio,17,6.03,5.94,1,0,0,0,0,0,0,5,0,1
5678,D,Dd;E,Holm,Bologna,8,6.12,6.5,1,0,0,0,0,0,1,3,0,0
4210,D,Dc,Mina,Cagliari,18,6,5.83,0,0,0,0,0,0,0,4,1,0
4461,D,B;Dd;E,Zappa,Cagliari,22,5.7,5.91,2,0,0,0,0,0,0,3,0,0
4421,D,Ds;E,Augello,Cagliari,21,5.86,5.95,0,0,0,0,0,0,3,2,0,0
2788,D,Dc,Bremer,Juventus,6,6.5,6.42,0,0,0,0,0,0,0,1,0,0
6632,D,Dc,Gaspar K.,Lecce,15,6.03,6,0,0,0,0,0,0,1,3,0,0
729,D,Dd;E,Pereira P.,Monza,17,5.91,6.09,1,0,0,0,0,0,2,5,0,0
5838,D,Dd;Ds;E,Birindelli,Monza,8,6.06,6.38,1,0,0,0,0,0,0,1,0,0
5307,D,Dc,Valenti,Parma,6,6,6.33,1,0,0,0,0,0,0,2,0,0
4317,D,Dc,N'Dicka,Roma,21,5.9,5.86,0,0,0,0,0,0,0,2,0,0
6642,D,Dc,Coco,Torino,20,5.88,5.92,2,0,0,0,0,0,0,6,0,1
5677,D,Dc,Perez N.,Udinese,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
6047,D,Dd;E,Ehizibue,Udinese,20,5.95,5.9,0,0,0,0,0,0,1,4,0,0
6672,D,Dc,Idzes,Venezia,19,5.87,5.95,1,0,0,0,0,0,0,3,0,0
5022,D,Dc,Pavlovic,Milan,8,6,6.31,1,0,0,0,0,0,0,1,0,0
6893,D,Dc,Kempf,Como,18,5.94,5.86,0,0,0,0,0,0,0,3,0,0
6046,D,Dc,Hien,Atalanta,17,6.06,5.91,0,0,0,0,0,0,0,5,0,0
6230,D,Dc,Dossena,Como,17,5.85,5.91,0,0,0,0,0,0,2,0,1,0
2602,D,Dc,Varane,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
6537,D,Dd;Dc,Goglichidze,Empoli,18,5.86,5.81,0,0,0,0,0,0,0,0,1,0
5323,D,Dc,Martinez Quarta,Fiorentina,7,5.86,6.21,1,0,0,0,0,0,0,1,0,0
4378,D,Ds;Dc,Ranieri L.,Fiorentina,19,5.79,5.82,0,0,0,0,0,0,2,3,0,0
5449,D,Ds;E,Parisi,Fiorentina,6,5.92,6.42,1,0,0,0,0,0,0,0,0,0
6245,D,Dd;Dc,Vogliacco,Parma,12,5.75,6.12,2,0,0,0,0,0,0,3,0,0
5527,D,Dd;E,Zanoli,Genoa,17,5.94,5.88,0,0,0,0,0,0,0,2,0,0
791,D,Dd;Ds;E,Sabelli,Genoa,17,5.82,5.82,0,0,0,0,0,0,1,2,0,0
4177,D,Dd;Dc,Pavard,Inter,13,5.96,5.92,0,0,0,0,0,0,1,3,0,0
4237,D,B;Dd;Ds,Danilo,Juventus,8,5.44,5.44,0,0,0,0,0,0,1,2,0,0
2263,D,Dd;E,Lazzari,Lazio,14,6,6.04,0,0,0,0,0,0,1,1,0,0
2188,D,Dd;Ds;E,Marusic,Lazio,15,5.87,6.03,1,0,0,0,0,0,0,1,0,0
4751,D,Dc,Tomori,Milan,9,5.78,5.72,0,0,0,0,0,0,0,1,0,0
4245,D,Dc,Smalling,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,D,Dd;Ds;E,Zampano,Venezia,19,5.79,5.92,1,0,0,0,0,0,2,5,0,0
2130,D,E,Hateboer,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
6042,D,Dc,Lucumi',Bologna,16,5.91,5.75,0,0,0,0,0,0,1,5,1,0
2653,D,Ds;E,Lykogiannis,Bologna,8,6.06,6.25,0,0,0,0,0,0,2,1,0,0
513,D,Dc,Acerbi,Inter,9,6,6.11,0,0,0,0,0,0,1,0,0,0
2728,D,Ds;E,Pellegrini Lu.,Lazio,10,6.1,6,0,0,0,0,0,0,0,2,0,0
5835,D,Dd;Dc,Baschirotto,Lecce,21,5.79,5.74,0,0,0,0,0,0,0,2,0,0
5867,D,Dd;E,Gendrey,Lecce,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0
4502,D,Ds;E,Gallo,Lecce,15,5.93,5.97,0,0,0,0,0,0,2,1,1,0
4904,D,Dc,Mari',Monza,19,5.84,5.74,0,0,0,0,0,0,0,2,1,0
1852,D,E,Spinazzola,Napoli,10,6,6.1,0,0,0,0,0,0,1,0,0,0
5353,D,Dc,Balogh,Parma,19,5.79,5.76,0,0,0,0,0,0,1,3,0,0
4263,D,Dc,Kabasele,Udinese,12,5.75,6,1,0,0,0,0,0,0,0,0,0
5484,D,Dc,Svoboda,Venezia,16,5.69,5.84,1,0,0,0,0,0,0,1,0,0
6480,D,Dd;E,Tchatchoua,Verona,19,5.71,5.79,1,0,0,0,0,0,2,5,1,0
4816,D,B;Dd;Ds,Emerson Royal,Milan,17,5.62,5.47,0,0,0,0,0,0,0,5,0,0
4284,D,E;M,Sergi Roberto,Como,10,6.05,6,0,0,0,0,0,0,1,3,0,0
697,D,E,Cuadrado,Atalanta,7,6,6.21,0,0,0,0,0,0,2,1,0,0
5578,D,Dd;Dc,Kossounou,Atalanta,11,5.95,5.91,0,0,0,0,0,0,0,1,0,0
6896,D,Dd;E,Van Der Brempt,Como,13,5.96,5.92,0,0,0,0,0,0,1,3,0,0
6956,D,Dc,Solet,Udinese,3,6,5.67,0,0,0,0,0,0,0,0,1,0
2640,D,B;Ds;E,Kolasinac,Atalanta,14,6.04,5.79,0,0,0,0,0,0,1,5,0,1
487,D,Dd;E,De Silvestri,Bologna,9,5.94,5.89,0,0,0,0,0,0,0,1,0,0
5435,D,Ds;E,Moreno Alb.,Como,16,5.91,5.78,0,0,0,0,0,0,0,4,0,0
6495,D,Dc,Comuzzo,Fiorentina,18,5.86,5.75,0,0,0,0,0,0,0,4,0,0
252,D,B;Ds;E,Biraghi,Fiorentina,6,5.75,6.17,1,0,0,0,0,0,0,1,0,0
2285,D,Dc,Bani,Genoa,14,5.82,5.75,0,0,0,0,0,0,0,2,0,0
5514,D,Ds;Dc,Vasquez,Genoa,20,5.85,5.7,0,0,0,0,0,0,0,6,0,0
294,D,Dc,Rugani,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,D,B;Ds;E,Cabal,Juventus,6,6.33,6.25,0,0,0,0,0,0,0,1,0,0
460,D,Dc,Romagnoli,Lazio,17,5.76,5.68,0,0,0,0,0,0,0,1,1,0
4657,D,Dd;E,Celik,Roma,18,5.69,5.72,0,0,0,0,0,0,1,1,0,0
4994,D,B;Dd;E,Vojvoda,Torino,17,5.82,5.71,0,0,0,0,0,0,0,4,0,0
6673,D,B;Ds;E,Sverko,Venezia,13,5.77,5.88,1,0,0,0,0,0,0,3,0,0
2181,D,Dc,Palomino,Cagliari,8,5.75,6.06,1,0,0,0,0,0,0,1,0,0
6531,D,Dd;Ds;E,Jimenez A.,Milan,6,6.17,6,0,0,0,0,0,0,0,2,0,0
4665,D,Dc,Maripan,Torino,12,5.88,5.79,0,0,0,0,0,0,0,0,1,0
2406,D,Dc,Hummels,Roma,9,6,5.72,0,0,0,0,0,0,0,1,0,1
6975,D,Dd;E,Alberto Costa,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,D,B;Dd;E,Rensch,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
787,D,Dc,Djimsiti,Atalanta,18,5.72,5.5,0,0,0,0,0,0,0,4,0,1
5067,D,E,Bakker,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
5406,D,Dd;E,Di Pardo,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,D,Dc,Walukiewicz,Torino,15,5.8,5.67,0,0,0,0,0,0,0,5,0,0
5450,D,Dd;E,Stojanovic,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,D,Dc,Thiaw,Milan,13,5.81,5.62,0,0,0,0,0,0,0,1,0,1
226,D,Dc,Izzo,Monza,18,5.64,5.47,0,0,0,0,0,0,1,8,0,0
4925,D,Ds;Dc,Carboni A.,Monza,17,5.59,5.59,0,0,0,0,0,0,2,4,0,0
6396,D,Dc,Natan,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6256,D,B;Dd;E,Ferreira J.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5447,D,Dc,Altare,Venezia,12,6,5.75,0,0,0,0,0,0,0,2,0,1
5764,D,Dc,Coppola D.,Verona,17,5.59,5.59,1,0,0,0,0,0,1,8,0,0
2769,D,Dc,Magnani,Verona,14,5.29,5.43,1,0,0,0,0,0,0,2,0,0
4982,D,Dc,Erlic,Bologna,4,6.25,6.25,0,0,0,0,0,0,0,0,0,0
6820,D,E,Sosa B.,Torino,15,5.7,5.7,0,0,0,0,0,0,0,0,0,0
5695,D,Ds;E,Haps,Venezia,13,5.73,5.65,0,0,0,0,0,0,0,2,0,0
6426,D,E,Pedersen,Torino,16,5.66,5.56,0,0,0,0,0,0,0,3,0,0
6883,D,Dc,Jean,Lecce,9,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5626,D,B;Dd;Ds,Guilbert,Lecce,16,5.62,5.44,0,0,0,0,0,0,0,2,2,0
5532,D,Ds;E,Bradaric,Verona,13,5.46,5.35,0,0,0,0,0,0,0,3,0,0
5900,D,Dc,Toure' I.s.,Udinese,11,5.59,5.41,1,0,0,0,0,0,0,2,2,1
6066,D,Dd;Dc,Posch,Bologna,8,5.75,5.69,0,0,0,0,0,0,0,1,0,0
418,D,Dc,Goldaniga,Como,15,5.73,5.5,0,0,0,0,0,0,0,5,1,0
5739,D,Dd;Dc,De Winter,Genoa,10,5.5,5.6,1,0,0,0,0,0,0,4,0,0
358,D,Dd;Ds;E,De Sciglio,Empoli,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0
327,D,Dd;Dc,Patric,Lazio,8,5.62,5.88,1,0,0,0,0,0,0,2,0,0
140,D,Dd;Ds;E,Hysaj,Lazio,2,6,6,0,0,0,0,0,0,0,0,0,0
256,D,Ds;Dc,Juan Jesus,Napoli,6,5.67,5.58,0,0,0,0,0,0,0,1,0,0
6665,D,Dd;Ds;E,Coulibaly W.,Parma,14,5.54,5.36,0,0,0,0,0,0,1,1,1,1
6533,D,Dc,Giannetti L.,Udinese,11,5.68,5.41,1,0,0,0,0,0,0,4,0,2
6485,D,Dc,Kristensen T.,Udinese,9,5.5,5.33,0,0,0,0,0,0,0,3,0,0
5848,D,Dd;E,Ebosele,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,D,Dc,Dawidowicz,Verona,13,5.31,5.04,0,0,0,0,0,0,0,5,1,0
6631,D,Dc,Ghilardi,Verona,11,5.68,5.5,0,0,0,0,0,0,0,4,0,0
1891,D,Dd;Dc,Ceccherini,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,D,Dd;Dc,Abankwah,Udinese,2,6.25,6,0,0,0,0,0,0,0,1,0,0
6885,D,Dd;E,Abdulhamid,Roma,3,5.67,6,0,0,0,0,0,0,1,0,0,0
5554,D,Dd;Dc,Daniliuc,Verona,10,5.4,5.4,0,0,0,0,0,0,0,0,0,0
6965,D,Ds;E,Lovik,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
6977,D,Dc,Otoa,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
5526,D,Dc,Scalvini,Atalanta,3,5.67,5.33,0,0,0,0,0,0,0,2,0,0
5324,D,B;Dd;Ds,Godfrey,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
6464,D,Dc,Wieteska,Cagliari,5,5.6,5.5,0,0,0,0,0,0,0,1,0,0
6438,D,Dd;Dc,Hatzidiakos,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,D,Dd;Ds;E,Azzi,Cagliari,6,6,5.83,0,0,0,0,0,0,0,2,0,0
134,D,Ds;Dc,Barba,Como,6,5.42,5.42,0,0,0,0,0,0,0,0,0,0
6654,D,Dd;E,Iovine,Como,7,5.64,5.5,0,0,0,0,0,0,0,2,0,0
6660,D,Dc,Marcandalli,Genoa,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6244,D,Dc,Matturro,Genoa,8,5.62,5.56,0,0,0,0,0,0,0,1,0,0
357,D,Dd;E,Calabria,Milan,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
5812,D,Dd;E,Terracciano F.,Milan,6,5.75,5.58,0,0,0,0,0,0,0,2,0,0
2737,D,Dc,Bettella,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,D,Ds;Dc,Caldirola,Monza,7,5.71,5.64,0,0,0,0,0,0,0,1,0,0
253,D,B;Dd;Ds,D'Ambrosio,Monza,10,5.6,5.4,0,0,0,0,0,0,0,2,1,0
5481,D,E,Mazzocchi,Napoli,6,5.75,5.67,0,0,0,0,0,0,0,1,0,0
4495,D,Dc,Kumbulla,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
6647,D,Ds;E,Dahl,Roma,2,6,6,0,0,0,0,0,0,0,0,0,0
4458,D,Dd;E,Candela,Venezia,14,5.46,5.25,0,0,0,0,0,0,0,2,0,1
581,D,Dd;E,Faraoni,Verona,4,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6639,D,Ds;E,Frese,Verona,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6679,D,Dd;Ds;E,Esteves G.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,D,Dc,Marianucci,Empoli,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6887,D,Dc,Leoni,Parma,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6149,D,Ds;E,Carboni F.,Venezia,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
2192,D,Dc,Bonifazi,Lecce,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0
4807,D,Dc,Hermoso,Roma,4,5.12,4.88,0,0,0,0,0,0,0,0,1,0
6916,D,B;Ds;E,Ahanor,Genoa,2,6,6,0,0,0,0,0,0,0,0,0,0
6957,D,Dc,Valentini N.,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
695,D,Dc,Toloi,Atalanta,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0
6551,D,Dc,Ilic M.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6407,D,Dd;Ds;E,Corazza,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
6636,D,Ds;Dc,Veroli,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
6637,D,Dd;E,Kovacik,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,D,Ds;E,Sala M.,Como,4,5.5,5.25,0,0,0,0,0,0,0,3,0,0
4438,D,Dd;Ds;E,Cassandro,Como,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,D,Dd;E,Ebuehi,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6659,D,Dc,Lucchesi,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,D,Dc,Pongracic,Fiorentina,1,4.5,3.5,0,0,0,0,0,0,0,0,1,0
6235,D,Dd;Ds;E,Kayode,Fiorentina,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
5533,D,Dd;Dc,Djalo',Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
5498,D,Dc,Casale,Bologna,7,5.57,5.29,0,0,0,0,0,0,0,0,0,1
6638,D,Dc,Marin R.,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
142,D,E,Mario Rui,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
