Quotazioni Fantacalcio Stagione 2023 24,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
6212,C,C,Zarraga,Udinese,6,3,3,6,3,3,20,20
6394,C,M;C,Ramadani,Lecce,6,6,0,7,7,0,30,35
27,C,M,Grassi,Empoli,5,5,0,5,5,0,6,8
2183,C,W;T,Garritano,Frosinone,5,3,2,5,3,2,14,17
4349,C,M;C,Nicolussi Caviglia,Juventus,5,2,3,5,2,3,2,2
4465,C,C;T,Fagioli,Juventus,5,13,-8,5,13,-8,10,10
5453,C,M;C,Ricci S.,Torino,5,13,-8,5,14,-9,28,35
5504,C,M;C,Coulibaly L.,Salernitana,5,8,-3,5,9,-4,16,21
5798,C,M;C,Bohinen,Salernitana,5,4,1,5,4,1,14,18
5869,C,M;C,Blin,Lecce,5,6,-1,5,6,-1,5,6
6175,C,M;C,Barrenechea,Frosinone,5,2,3,5,3,2,22,27
6410,C,M;C,Kaba,Lecce,5,5,0,5,6,-1,7,8
6424,C,M;C,Prati,Cagliari,5,2,3,6,3,3,15,15
148,C,M;C,Krunic,Milan,4,6,-2,4,7,-3,20,24
666,C,C,Machin,Monza,4,5,-1,4,4,0,6,5
2008,C,M;C,Linetty,Torino,4,5,-1,4,6,-2,19,19
2172,C,T,Barak,Fiorentina,4,12,-8,4,11,-7,14,10
2692,C,W,Castillejo,Sassuolo,4,5,-1,4,4,0,22,17
4364,C,C;T,Gaetano,Napoli,4,3,1,4,3,1,4,4
4658,C,W,Ikone',Fiorentina,4,13,-9,4,12,-8,18,18
4681,C,M;C,Lopez M.,Fiorentina,4,8,-4,4,9,-5,22,25
4892,C,W,Saelemaekers,Bologna,4,5,-1,4,5,-1,36,36
5267,C,M;C,Racic,Sassuolo,4,4,0,4,5,-1,8,10
5298,C,C,Pobega,Milan,4,5,-1,4,4,0,11,11
5422,C,E,Zalewski,Roma,4,8,-4,4,9,-5,15,15
5457,C,C,Maleh,Empoli,4,5,-1,4,4,0,10,10
5735,C,T,Volpato,Sassuolo,4,3,1,4,3,1,4,4
5884,C,C,Ranocchia F.,Empoli,4,5,-1,3,4,-1,8,10
6216,C,W,Mboula,Verona,4,10,-6,4,9,-5,10,10
6232,C,M;C,Makoumbou,Cagliari,4,5,-1,4,6,-2,19,24
6402,C,M;C,Cajuste,Napoli,4,7,-3,4,8,-4,12,14
6423,C,M;C,Legowski,Salernitana,4,1,3,4,1,3,6,8
6448,C,T,Martegani,Salernitana,4,4,0,3,3,0,10,8
6479,C,M;C,Kutlu,Genoa,4,4,0,4,5,-1,6,7
303,C,C;T,Pogba,Juventus,3,12,-9,3,12,-9,10,10
4182,C,C;T,Klaassen,Inter,3,9,-6,3,9,-6,18,18
4988,C,C,Maggiore,Salernitana,3,3,0,3,3,0,7,7
5286,C,M;C,Akpa Akpro,Monza,3,3,0,3,3,0,3,3
5719,C,M;C,Asllani,Inter,3,4,-1,4,5,-1,8,10
5875,C,T,Adli,Milan,3,1,2,3,1,2,10,5
6024,C,M;C,Sulemana I.,Cagliari,3,3,0,3,2,1,7,9
6225,C,M;C,El Azzouzi,Bologna,3,1,2,3,1,2,2,2
6241,C,C;W;T,Gelli,Frosinone,3,1,2,3,1,2,1,1
6458,C,C;T,Serdar,Verona,3,5,-2,3,5,-2,12,7
500,C,C,Lulic K.,Frosinone,2,2,0,2,2,0,3,3
1871,C,M;C,Deiola,Cagliari,2,4,-2,2,4,-2,9,10
2825,C,M;C,Bourabia,Frosinone,2,4,-2,2,5,-3,8,10
4896,C,T;A,Maldini,Empoli,2,5,-3,2,5,-3,7,7
5425,C,C;T,Urbanski,Bologna,2,1,1,2,1,1,15,15
5992,C,C;T,Bondo,Monza,2,1,1,2,1,1,1,1
5998,C,W,Zerbin,Napoli,2,1,1,2,1,1,7,7
6236,C,M;C,Amatucci,Fiorentina,2,1,1,2,1,1,1,2
6420,C,C;T,Pagano,Roma,2,1,1,2,1,1,1,1
65,C,T,Mancosu,Cagliari,1,7,-6,2,6,-4,22,17
1978,C,C;T,Sensi,Inter,1,7,-6,1,7,-6,10,10
2076,C,M;C,Rog,Cagliari,1,1,0,1,1,0,1,1
4377,C,C;T,Castrovilli,Fiorentina,1,10,-9,1,9,-8,9,9
4384,C,C,Jagiello,Genoa,1,3,-2,1,3,-2,5,4
4501,C,M;C,Obiang,Sassuolo,1,3,-2,1,3,-2,3,3
4725,C,M,Demme,Napoli,1,1,0,1,1,0,1,1
4787,C,C;W;T,Quina,Udinese,1,4,-3,1,5,-4,4,6
4870,C,M;C,Adopo,Atalanta,1,2,-1,1,2,-1,4,5
5510,C,W,Romero L.,Milan,1,4,-3,1,4,-3,8,8
5674,C,C,Basic,Lazio,1,4,-3,1,4,-3,6,5
5824,C,T;A,Pafundi,Udinese,1,1,0,1,1,0,1,1
5947,C,C,Hrustic,Verona,1,3,-2,1,3,-2,4,3
6168,C,M;C,Faticanti,Lecce,1,1,0,1,1,0,6,6
6170,C,C,Gineitis,Torino,1,1,0,1,1,0,4,4
6203,C,M;C,Belardinelli,Empoli,1,2,-1,1,2,-1,3,3
6221,C,M;C,Camara E.,Udinese,1,3,-2,1,4,-3,4,5
6246,C,M;C,Lipani,Sassuolo,1,1,0,1,1,0,1,1
6254,C,M;C,Joselito,Verona,1,1,0,1,1,0,1,1
6393,C,W;T,Infantino,Fiorentina,1,5,-4,1,6,-5,9,12
2764,A,Pc,Martinez L.,Inter,45,37,8,45,37,8,500,500
531,A,A,Berardi,Sassuolo,35,30,5,35,30,5,320,320
4871,A,Pc,Thuram,Inter,34,23,11,34,23,11,300,300
4200,A,Pc,Giroud,Milan,32,24,8,32,24,8,300,300
4661,A,Pc,Osimhen,Napoli,32,43,-11,32,43,-11,400,400
4730,A,A,Lookman,Atalanta,30,26,4,30,26,4,240,240
2531,A,Pc,Lukaku,Roma,29,31,-2,29,31,-2,350,350
5086,A,Pc,Zirkzee,Bologna,28,11,17,27,10,17,200,200
309,A,A,Dybala,Roma,27,30,-3,27,30,-3,265,270
2137,A,Pc,Scamacca,Atalanta,27,25,2,27,25,2,250,250
2002,A,A,Chiesa,Juventus,26,17,9,26,17,9,185,185
4510,A,A,Rafael Leao,Milan,26,31,-5,26,31,-5,240,240
5839,A,A,Kvaratskhelia,Napoli,25,31,-6,25,31,-6,240,240
4179,A,A,Gonzalez N.,Fiorentina,24,15,9,24,15,9,170,170
5734,A,W;A,Soule',Frosinone,24,4,20,25,5,20,90,100
608,A,Pc,Zapata D.,Torino,22,19,3,22,19,3,118,108
2038,A,Pc,Pinamonti,Sassuolo,22,13,9,22,12,10,66,56
2841,A,Pc,Vlahovic,Juventus,22,28,-6,22,28,-6,250,250
5672,A,Pc,Dia,Salernitana,20,26,-6,20,26,-6,55,45
5297,A,A,Luvumbo,Cagliari,19,8,11,19,8,11,42,42
6145,A,A,Ngonge,Verona,19,12,7,19,12,7,44,44
785,A,Pc,Immobile,Lazio,18,32,-14,18,32,-14,250,275
2012,A,Pc,Milik,Juventus,18,18,0,18,17,1,30,20
6228,A,Pc,Retegui,Genoa,18,23,-5,18,23,-5,65,55
4923,A,Pc,Colombo,Monza,17,10,7,16,9,7,59,49
5471,A,Pc,Djuric,Verona,17,9,8,17,8,9,33,23
6215,A,Pc,Lucca,Udinese,17,6,11,18,5,13,75,65
6435,A,Pc,Krstovic,Lecce,17,11,6,17,11,6,49,39
4359,A,Pc,Piccoli,Lecce,16,7,9,16,6,10,28,18
4371,A,A,Raspadori,Napoli,16,10,6,16,10,6,43,43
6226,A,Pc,Castellanos,Lazio,16,13,3,16,12,4,37,27
6227,A,Pc,Okafor,Milan,16,16,0,15,15,0,28,18
507,A,Pc,Muriel,Atalanta,15,14,1,15,13,2,40,30
6001,A,A,Banda,Lecce,15,8,7,15,8,7,40,40
6060,A,A,Lauriente',Sassuolo,15,21,-6,15,21,-6,42,42
247,A,Pc,Pavoletti,Cagliari,14,4,10,14,3,11,35,25
441,A,Pc,Belotti,Roma,14,9,5,14,8,6,24,14
2819,A,Pc,Caputo,Empoli,14,15,-1,14,15,-1,46,36
6409,A,Pc,Beltran L.,Fiorentina,14,16,-2,14,16,-2,60,50
479,A,Pc,Sanabria,Torino,13,24,-11,13,24,-11,67,57
2369,A,A,Thauvin,Udinese,13,11,2,13,11,2,26,26
2438,A,Pc,Jovic,Milan,13,14,-1,12,13,-1,38,28
4268,A,Pc,Arnautovic,Inter,13,23,-10,13,23,-10,40,30
5795,A,Pc,Azmoun,Roma,13,13,0,12,12,0,23,13
6207,A,A,Almqvist,Lecce,13,10,3,13,10,3,25,25
6439,A,Pc,Cheddira,Frosinone,13,11,2,13,11,2,20,10
537,A,A,Sansone,Lecce,12,7,5,12,7,5,22,22
2762,A,A,Kouame',Fiorentina,11,9,2,11,9,2,20,20
5336,A,Pc,Nzola,Fiorentina,11,23,-12,11,23,-12,32,22
5529,A,Pc,Henry,Verona,11,12,-1,11,11,0,25,15
4184,A,W;A,Brekalo,Fiorentina,10,11,-1,10,13,-3,24,28
4436,A,A,Cambiaghi,Empoli,10,12,-2,10,12,-2,31,31
505,A,A,Bonazzoli,Verona,8,7,1,8,7,1,15,10
1939,A,Pc,Lapadula,Cagliari,8,15,-7,8,15,-7,40,30
2489,A,A,Pedro,Lazio,8,12,-4,8,12,-4,25,25
5506,A,A,Ekuban,Genoa,8,1,7,8,1,7,5,25
5807,A,A,Jovane,Salernitana,8,5,3,8,5,3,20,20
6214,A,Pc,Cuni,Frosinone,8,4,4,8,3,5,15,10
6398,A,A,Isaksen,Lazio,8,12,-4,8,12,-4,15,15
2061,A,Pc,Simeone,Napoli,7,13,-6,7,12,-5,24,14
5500,A,A,Cancellieri,Empoli,7,5,2,7,5,2,22,22
5505,A,Pc,Kaio Jorge,Frosinone,7,1,6,7,1,6,32,22
5882,A,A,Mota,Monza,7,11,-4,7,11,-4,28,28
6250,A,Pc,Maric,Monza,7,1,6,7,1,6,1,1
383,A,Pc,Petagna,Cagliari,6,13,-7,6,13,-7,21,11
2097,A,Pc,Kean,Juventus,6,11,-5,6,10,-4,25,15
5311,A,Pc,Shomurodov,Cagliari,6,13,-7,6,13,-7,9,9
6425,A,Pc,Ikwuemesi,Salernitana,6,1,5,6,1,5,27,17
6434,A,A,Yildiz,Juventus,6,1,5,6,1,5,32,32
2475,A,A,Sanchez,Inter,5,15,-10,5,15,-10,23,13
5364,A,A,Caso,Frosinone,5,6,-1,5,6,-1,9,9
6205,A,Pc,Mulattieri,Sassuolo,5,11,-6,5,10,-5,10,5
643,A,A,Defrel,Sassuolo,4,9,-5,4,9,-5,12,13
1958,A,A,Caprari,Monza,4,14,-10,4,14,-10,20,20
1997,A,Pc,Simy,Salernitana,4,1,3,4,1,3,19,15
2325,A,A,Karamoh,Torino,4,10,-6,4,10,-6,6,6
2544,A,Pc,Abraham,Roma,4,15,-11,4,15,-11,20,20
5676,A,A,Success,Udinese,4,7,-3,4,7,-3,22,22
5806,A,A,Seck,Torino,4,3,1,4,3,1,11,14
6229,A,Pc,Toure' E.,Atalanta,4,16,-12,4,15,-11,35,25
2103,A,Pc,Pellegri,Torino,3,8,-5,3,7,-4,15,10
2119,A,A,Deulofeu,Udinese,3,14,-11,3,14,-11,20,20
5446,A,Pc,Van Hooijdonk,Bologna,3,3,0,3,3,0,12,10
5637,A,Pc,Davis K.,Udinese,3,10,-7,3,10,-7,15,15
6459,A,A,Karlsson,Bologna,3,11,-8,3,11,-8,18,18
472,A,Pc,Destro,Empoli,2,1,1,2,1,1,1,1
5776,A,A,Ceide,Sassuolo,2,1,1,2,1,1,5,5
5842,A,Pc,Botheim,Salernitana,2,8,-6,1,7,-6,10,8
6213,A,Pc,Brenner,Udinese,2,11,-9,1,10,-9,10,10
281,A,Pc,Puscas,Genoa,1,2,-1,2,1,1,5,5
5060,A,A,Ake' M.,Udinese,1,1,0,1,1,0,2,2
5395,A,A,Braaf,Verona,1,1,0,1,1,0,1,1
5439,A,A,Kallon,Verona,1,2,-1,1,2,-1,2,2
5845,A,Pc,Alvarez A.,Sassuolo,1,5,-4,1,4,-3,5,4
6160,A,Pc,Vivaldo,Udinese,1,1,0,1,1,0,1,1
6204,A,A,Kvernadze,Frosinone,1,3,-2,1,3,-2,6,6
6242,A,A,Bidaoui,Frosinone,1,1,0,1,1,0,1,1
6395,A,Pc,Shpendi S.,Empoli,1,1,0,1,1,0,8,8
6418,A,Pc,Burnete,Lecce,1,1,0,1,1,0,2,2
6419,A,A,Corfitzen,Lecce,1,1,0,1,1,0,1,1
6427,A,Pc,Stewart,Salernitana,1,1,0,1,1,0,1,1
6490,A,Pc,Cruz,Verona,1,3,-2,1,3,-2,8,8
6519,A,Pc,Camarda,Milan,1,1,0,1,1,0,1,1
